,name,lii,bii,vmag,ra_deg,dec_deg,cluster_id
333,HIP 82729 ,343.09718488,0.78623157,3.62,253.64627156,-42.36075916,19
334,HIP 17847 ,167.01354929,-23.2343887,3.62,57.29054669,24.05352412,5
335,HIP 37819 ,252.39436706,-6.73567166,3.62,116.31376631,-37.96859848,23
336,HIP 113726,102.2075462,-16.0960525,3.62,345.48019377,42.32597866,7
337,HIP 57363 ,296.48392627,-4.68475306,3.63,176.40236386,-66.72884344,10
338,HIP 101769,58.8809593,-15.65016836,3.64,309.38695734,14.59520289,65
339,HIP 46733 ,150.63994439,41.74314568,3.65,142.88154025,63.06179545,26
340,HIP 110960,65.35389814,-46.33087253,3.65,337.20750231,-0.02006304,59
341,HIP 20205 ,179.08354843,-23.81567085,3.65,64.94805793,15.62770031,67
342,HIP 88714 ,343.33044493,-13.81869524,3.65,271.65782832,-50.09145462,16
343,HIP 77233 ,25.98001796,47.87249832,3.65,236.54672877,15.42192602,18
344,HIP 75695 ,45.58658362,55.61609781,3.66,231.95771631,29.10549164,49
345,HIP 76600 ,341.06452686,20.44821394,3.66,234.66410153,-29.77768935,13
346,HIP 68756 ,110.52351222,50.95873076,3.67,211.09760837,64.37580873,83
347,HIP 103227,338.15778094,-38.85258782,3.67,313.70241509,-58.4540947,32
348,HIP 22549 ,192.89030391,-23.52226734,3.68,72.80152507,5.60510146,67
349,HIP 97365 ,55.76684849,-3.38338256,3.68,296.84693842,18.53425912,79
350,HIP 42828 ,254.99312482,5.76960117,3.68,130.89811451,-33.18641133,6
351,HIP 114341,41.76018565,-66.03155826,3.68,347.36150879,-21.17248555,15
352,HIP 9007  ,280.86574631,-62.66612446,3.69,28.98680207,-51.60958673,11
353,HIP 57399 ,150.31915404,65.7232764,3.69,176.51305887,47.77933701,3
354,HIP 2920  ,120.77568197,-8.91423865,3.69,9.24277921,53.89693161,14
355,HIP 23453 ,165.0187239,-0.42854149,3.69,75.61950025,41.07588953,45
356,HIP 106985,35.99798894,-44.67264015,3.69,325.02225935,-16.66225343,53
357,HIP 47854 ,283.19903869,-7.0038011,3.69,146.31178147,-62.50792328,46
358,HIP 114971,82.4800253,-52.0263207,3.7,349.28955677,3.28224524,59
359,HIP 87933 ,54.90971488,23.76532996,3.7,269.44096106,29.24792527,1
360,HIP 15474 ,212.08894945,-55.99575459,3.7,49.87904033,-21.7579421,34
361,HIP 98036 ,46.12641389,-11.09441321,3.71,298.82819233,6.40793334,31
362,HIP 22797 ,196.26693676,-24.56247296,3.71,73.5628985,2.44067149,0
363,HIP 38414 ,255.34720537,-6.85852116,3.71,118.05435622,-40.57579889,23
364,HIP 77622 ,13.15131391,41.65911894,3.71,237.70371344,4.4775798,18
365,HIP 88771 ,36.59113467,14.09588528,3.71,271.8375861,9.56365345,1
366,HIP 28103 ,219.75564511,-18.47144203,3.71,89.10132627,-14.16803805,85
367,HIP 28358 ,158.95134269,14.68777834,3.72,89.88145972,54.28498197,45
368,HIP 16537 ,195.84648648,-48.04927993,3.72,53.23509009,-9.45830584,47
369,HIP 17499 ,166.18025681,-23.8486193,3.72,56.21884811,24.1134484,5
370,HIP 104060,85.92941831,-2.07792186,3.72,316.23273251,43.92785122,28
371,HIP 107089,314.2893322,-35.18911906,3.73,325.36863801,-77.38946215,87
372,HIP 112961,62.19160846,-55.73256982,3.73,343.15360192,-7.57967878,15
373,HIP 72220 ,355.28089342,52.68014372,3.73,221.56246594,1.8929383,61
374,HIP 87585 ,85.16643225,30.22941067,3.73,268.38178961,56.87245216,25
375,HIP 16083 ,174.01564428,-37.24742471,3.73,51.79217049,9.7327724,67
376,HIP 8645  ,165.88194191,-68.04804506,3.74,27.86504416,-10.33494526,34
377,HIP 80170 ,35.25856834,41.29975701,3.74,245.48018203,19.15302185,18
378,HIP 104887,82.85268688,-7.43260856,3.74,318.69727757,38.04432043,28
379,HIP 87108 ,28.01577856,15.35995565,3.75,266.97322515,2.70745875,33
380,HIP 44511 ,268.19819108,-0.14046849,3.75,136.03883562,-47.09771376,6
381,HIP 95853 ,83.61158227,15.44868673,3.76,292.42641389,51.72946747,55
382,HIP 30867 ,216.6613709,-8.21392899,3.76,97.20447548,-7.03305042,0
383,HIP 111169,101.25934741,-6.59788807,3.76,337.82239898,50.28244976,7
384,HIP 93683 ,14.71416077,-12.5123949,3.76,286.17055765,-21.74135451,63
385,HIP 27654 ,225.83259551,-22.21839,3.76,87.82980343,-20.87751376,85
386,HIP 26069 ,271.73382835,-32.77444835,3.76,83.40631813,-62.48985585,42
387,HIP 26549 ,206.81632359,-17.33600956,3.77,84.68652211,-2.60006791,0
388,HIP 42570 ,265.28228343,-2.94565935,3.77,130.15656369,-46.64875492,6
389,HIP 20455 ,178.01515534,-22.00874862,3.77,65.73344722,17.5425843,67
390,HIP 101958,60.30349505,-15.32034522,3.77,309.90939395,15.9120527,65
391,HIP 105881,26.9782023,-43.5886947,3.77,321.66678212,-22.41137838,53
392,HIP 82363 ,329.63515257,-9.16375013,3.77,252.44629764,-59.04131648,39
393,HIP 109176,82.25937269,-24.25806062,3.77,331.75197729,25.3450461,76
394,HIP 13268 ,139.14488524,-3.17617385,3.77,42.67413655,55.89552955,62
395,HIP 17529 ,153.83197279,-9.63262279,3.77,56.29851422,42.57854437,62
396,HIP 41312 ,280.26118661,-15.84290282,3.77,126.43435936,-66.13652042,68
397,HIP 71795 ,10.80372862,61.11525882,3.78,220.28716819,13.72833113,27
398,HIP 102618,37.68068872,-30.10483144,3.78,311.91888574,-9.49568988,53
399,HIP 48319 ,154.30971921,45.57291687,3.78,147.74871542,59.03910437,26
400,HIP 36046 ,190.84620975,19.26908586,3.78,111.43198371,27.79828561,51
401,HIP 34481 ,281.55573743,-24.04224709,3.78,107.18676883,-70.49919435,68
402,HIP 53253 ,288.18184415,0.59894485,3.78,163.3731926,-58.85326474,37
403,HIP 53229 ,190.00889114,63.73351557,3.79,163.32766612,34.21556641,84
404,HIP 14668 ,147.12255777,-11.43203477,3.79,47.37345463,44.85788896,62
405,HIP 99675 ,82.67569645,6.77684074,3.8,303.40792782,46.74132417,28
406,HIP 94779 ,84.40141592,17.85325333,3.8,289.27545794,53.36816064,55
407,HIP 14879 ,224.73311981,-59.03135656,3.8,48.01783332,-28.98910623,80
408,HIP 37229 ,241.96619271,-2.43695638,3.8,114.70783872,-26.8038924,66
409,HIP 76276 ,17.5924997,48.18829458,3.8,233.7007926,10.53885916,18
410,HIP 116584,109.90289426,-14.53520975,3.81,354.3904487,46.45917621,29
411,HIP 51232 ,285.21895526,-0.89510028,3.81,156.96977108,-58.73940856,37
412,HIP 76952 ,41.74110845,51.92353087,3.81,235.68599269,26.29551419,49
413,HIP 21393 ,231.01256636,-41.30587578,3.81,68.88779874,-30.56231049,70
414,HIP 9487  ,155.35088471,-55.59962157,3.82,30.51166929,2.76376048,8
415,HIP 80883 ,17.12297419,31.84488997,3.82,247.72850509,1.98410056,18
416,HIP 45688 ,186.80982168,44.47118022,3.82,139.71111394,36.80289763,77
417,HIP 86414 ,72.32187874,31.26501117,3.82,264.86621847,46.00632216,86
418,HIP 56211 ,132.98146715,46.20417733,3.82,172.85120199,69.33112161,3
419,HIP 51069 ,259.98698578,33.65094614,3.83,156.52293768,-16.83609584,72
420,HIP 68245 ,315.97626853,19.07194385,3.83,209.56785278,-42.10070526,2
421,HIP 72370 ,308.49273931,-17.45137282,3.83,221.96552567,-79.04471242,43
422,HIP 43783 ,277.64824426,-9.98343127,3.84,133.76192355,-60.64471195,68
423,HIP 97433 ,102.43106972,20.82928804,3.84,297.04255658,70.26783533,55
424,HIP 17440 ,279.23673278,-43.5370428,3.84,56.04814541,-64.80709398,75
425,HIP 51624 ,234.8870084,52.7673793,3.84,158.20281305,9.30659431,9
426,HIP 89341 ,10.00326729,-1.60052856,3.84,273.44086963,-21.05883031,63
427,HIP 51986 ,281.06346616,8.86848186,3.84,159.32606984,-48.22561631,37
428,HIP 20885 ,180.25640481,-21.96978338,3.84,67.14346805,15.96221721,67
429,HIP 17448 ,160.36363392,-17.73984409,3.84,56.07969347,32.28827325,5
430,HIP 88794 ,55.18615832,21.58779841,3.84,271.88562824,28.76247025,1
431,HIP 61199 ,301.45899813,-9.31549856,3.84,188.11712896,-72.1329759,10
432,HIP 91117 ,23.75190811,-0.17489296,3.85,278.80182442,-8.24330819,33
433,HIP 27321 ,258.36405375,-30.61176775,3.85,86.82118054,-51.06671329,42
434,HIP 19747 ,246.87875553,-46.4143068,3.85,63.5003388,-42.29387294,70
435,HIP 61622 ,300.58732471,14.26793517,3.85,189.42636588,-48.54128816,58
436,HIP 78072 ,27.73313037,45.69786267,3.85,239.11247598,15.66473327,18
437,HIP 50191 ,274.32511699,11.88243798,3.85,153.68447399,-42.12206281,57
438,HIP 90139 ,49.7671624,15.60005911,3.85,275.92402821,21.77034249,1
439,HIP 30277 ,241.02645124,-20.24403948,3.85,95.52852147,-33.43627251,44
440,HIP 61281 ,125.21514405,47.26036799,3.85,188.37101041,69.78820992,3
441,HIP 110395,62.17926001,-45.84194482,3.86,335.41374983,-1.38735315,59
442,HIP 25859 ,239.88961668,-30.87541519,3.86,82.8030645,-35.47043592,44
443,HIP 79664 ,323.35974312,-9.23290095,3.86,243.85944228,-63.68564897,39
444,HIP 87808 ,63.25579046,26.41988425,3.86,269.06324389,37.25052158,64
445,HIP 4436  ,124.07314911,-24.36071882,3.86,14.18790699,38.49925513,41
446,HIP 21594 ,211.31938194,-35.89560419,3.86,69.54529558,-14.303587,47
447,HIP 81065 ,312.68819077,-20.51089766,3.86,248.36443409,-78.89695917,39
448,HIP 97804 ,40.93432986,-13.07261543,3.87,298.11818257,1.00567827,31
449,HIP 68282 ,315.28621363,16.44916242,3.87,209.6698807,-44.8035314,2
450,HIP 43023 ,265.38012032,-1.83750586,3.87,131.50689464,-46.0415392,6
451,HIP 17573 ,166.17053365,-23.51446762,3.87,56.45663804,24.36785796,5
452,HIP 78104 ,344.62898087,18.27075387,3.87,239.22119438,-29.21401221,50
453,HIP 71957 ,346.55136543,47.53754282,3.87,220.76484284,-5.6574291,61
454,HIP 74376 ,325.45647897,7.8921669,3.88,227.98400434,-48.73770212,2
455,HIP 765   ,324.33871682,-69.59475511,3.88,2.35224949,-45.74698836,40
456,HIP 114421,344.26587945,-62.93023917,3.88,347.58928308,-45.24664747,82
457,HIP 48455 ,204.04514139,50.24630673,3.88,148.19149028,26.00708498,9
458,HIP 8832  ,142.54771746,-41.20056731,3.88,28.38235506,19.29409264,8
459,HIP 45336 ,228.77126441,32.52954945,3.89,138.59080529,2.31502422,54
460,HIP 13701 ,187.15497386,-55.31110108,3.89,44.10668245,-8.89760976,34
461,HIP 98110 ,71.01553967,3.36458332,3.89,299.07665069,35.08349079,79
462,HIP 60129 ,286.3991035,61.18878495,3.89,184.97663096,-0.66674709,36
463,HIP 33152 ,234.98336758,-10.2100972,3.89,103.53314518,-24.18422296,66
464,HIP 55425 ,289.95563297,6.086442,3.9,170.25184266,-54.49101395,37
465,HIP 47431 ,236.48926619,35.98055993,3.9,144.96389156,-1.14265722,54
466,HIP 65936 ,311.22012167,22.82621369,3.9,202.76111861,-39.40727983,52
467,HIP 41307 ,227.77911749,18.89204596,3.91,126.41529546,-3.90636482,24
468,HIP 60823 ,299.10348168,12.46713664,3.91,187.01004828,-50.2306048,58
469,HIP 18907 ,184.67960924,-33.05861889,3.91,60.78907003,5.98930909,67
470,HIP 73807 ,325.32560847,9.92516577,3.91,226.27960699,-47.05119386,2
471,HIP 76333 ,351.51504038,32.19583406,3.91,233.88141398,-14.78955365,50
472,HIP 79992 ,72.48544572,45.03658514,3.91,244.93519958,46.31327084,86
473,HIP 104987,56.37514163,-28.71321493,3.92,318.95581976,5.2480739,65
474,HIP 83207 ,52.85353246,36.17538065,3.92,255.07252582,30.92633926,86
475,HIP 95168 ,20.05762257,-14.5478067,3.92,290.41823037,-17.84725155,4
476,HIP 21444 ,199.31173368,-31.37605884,3.93,69.07975243,-3.352448,47
477,HIP 37504 ,284.57097532,-22.15513685,3.93,115.45498347,-72.60613528,68
478,HIP 2072  ,318.4162921,-72.68158252,3.93,6.55048418,-43.67990933,40
479,HIP 7083  ,286.26554222,-66.74686639,3.93,22.81242306,-49.07307701,11
480,HIP 54463 ,290.00741763,1.29151709,3.93,167.14748181,-58.97504198,37
481,HIP 13531 ,141.02383232,-5.74064017,3.93,43.564427,52.76248991,62
482,HIP 88192 ,29.72524077,12.63253158,3.93,270.16131466,2.93158759,33
483,HIP 78933 ,352.74976841,22.77299271,3.93,241.70180197,-20.66913479,50
484,HIP 5348  ,297.83325943,-61.71433898,3.94,17.0960837,-55.24583235,11
485,HIP 37447 ,227.18630424,6.52219882,3.94,115.31198612,-9.55108315,24
486,HIP 37677 ,244.38191425,-2.5417693,3.94,115.95196716,-28.9548352,66
487,HIP 42911 ,208.0253258,32.89901212,3.94,131.17129209,18.15486399,54
488,HIP 103413,82.90897645,-2.82278358,3.94,314.29338184,41.16719384,28
489,HIP 9598  ,128.37514963,10.31469404,3.95,30.85912643,72.42123962,35
490,HIP 31592 ,228.6881287,-11.79615662,3.95,99.17082883,-19.25570928,66
491,HIP 45101 ,280.21619767,-9.60563702,3.96,137.81986611,-62.31701587,46
492,HIP 95347 ,357.71157448,-23.08943894,3.96,290.97146411,-40.61564629,4
493,HIP 95241 ,353.61346399,-23.92755771,3.96,290.65952718,-44.45891013,16
494,HIP 19343 ,153.65415308,-3.04508032,3.96,62.16530527,47.71259359,62
495,HIP 99848 ,83.6687557,7.04555996,3.96,303.8679927,47.7142053,28
496,HIP 28328 ,249.45667003,-27.23046421,3.96,89.78662719,-42.81510761,44
497,HIP 44248 ,179.80329045,41.18289054,3.96,135.16146765,41.78344401,77
498,HIP 115438,47.34194944,-68.58963758,3.96,350.7429228,-20.10034505,15
499,HIP 98495 ,322.01964915,-30.90214585,3.97,300.14747226,-72.91018443,32
500,HIP 42515 ,256.23638825,3.90200758,3.97,130.02556894,-35.30830091,6
501,HIP 77634 ,340.57004548,15.81802485,3.97,237.7397573,-33.62710488,13
502,HIP 112440,89.25791343,-31.01592286,3.97,341.63267663,23.56567939,76
503,HIP 59449 ,296.78378069,10.02775543,3.97,182.9131309,-52.36841559,58
504,HIP 110997,353.77283942,-57.05444405,3.97,337.31730866,-43.49555433,22
505,HIP 27673 ,171.83998881,6.28028528,3.97,87.87246934,39.14847936,20
506,HIP 20535 ,235.17272383,-44.22727521,3.97,66.00902233,-34.01698632,70
507,HIP 35228 ,279.08566816,-22.68853619,3.97,109.20762844,-67.95717248,68
508,HIP 18614 ,160.37228308,-13.10654065,3.98,59.74124892,35.79102701,5
509,HIP 106481,90.74214282,-4.57942658,3.98,323.49530361,45.59206564,7
510,HIP 114996,324.29962509,-54.8187403,3.99,349.35755018,-58.23592762,87
511,HIP 9347  ,195.47096375,-73.24400607,3.99,30.0009367,-21.07777193,34
512,HIP 65477 ,112.76946722,61.46862573,3.99,201.30589832,54.98799884,12
513,HIP 29651 ,214.40463553,-10.97890318,3.99,93.71390194,-6.27472737,0
514,HIP 50954 ,293.16162391,-14.01846467,3.99,156.09891874,-74.03154474,37
515,HIP 79374 ,354.60874539,22.70023435,4.0,242.99891879,-19.46064684,50
516,HIP 44382 ,282.71214938,-13.00508463,4.0,135.61166181,-66.39584369,68
517,HIP 55642 ,247.59901582,63.54792485,4.0,170.98070334,10.52969772,73
518,HIP 101076,70.91289693,-5.03564614,4.01,307.348879,30.36855661,28
519,HIP 34088 ,195.74647997,11.90311963,4.01,106.02723079,20.57029939,51
520,HIP 91792 ,323.48354795,-24.95127454,4.01,280.75889095,-71.42772867,71
521,HIP 80000 ,333.30182759,0.00986381,4.01,244.96069832,-50.15537923,19
522,HIP 78527 ,90.18863338,44.58439302,4.01,240.4737656,58.56443739,21
523,HIP 71865 ,325.90191429,20.09946035,4.01,220.49005323,-37.79342394,2
524,HIP 22109 ,200.5296791,-29.33678299,4.01,71.37558764,-3.25462465,47
525,HIP 35037 ,239.40721392,-7.15212698,4.01,108.70275679,-26.77268601,66
526,HIP 8068  ,131.32462096,-11.33003135,4.01,25.9150637,50.6887655,14
527,HIP 43409 ,251.57127009,10.32499877,4.02,132.63338051,-27.71005869,6
528,HIP 93244 ,47.29433021,5.04035182,4.02,284.90578844,15.06847757,1
529,HIP 93429 ,28.97669381,-4.88524977,4.02,285.42017236,-5.73901832,31
530,HIP 59199 ,290.65815438,37.11541194,4.02,182.10313607,-24.72877993,17
531,HIP 23522 ,149.56827517,11.37865823,4.03,75.854572,60.44228144,45
532,HIP 101421,55.4186221,-16.59289294,4.03,308.30318657,11.30333217,65
533,HIP 63003 ,303.36174106,5.69122336,4.03,193.64857337,-57.17789116,81
534,HIP 88601 ,29.89541721,11.36833811,4.03,271.36338682,2.50243928,33
535,HIP 118268,100.68861184,-53.74172952,4.03,359.82750994,6.86359373,59
536,HIP 43103 ,195.88316775,36.54363486,4.03,131.67430955,28.76000509,51
537,HIP 10670 ,142.64947929,-25.71510243,4.03,34.32848216,33.84732099,60
538,HIP 111497,66.84253762,-47.61118373,4.04,338.83887054,-0.11736123,59
539,HIP 70497 ,93.83263458,59.65150393,4.04,216.30008064,51.85171354,12
540,HIP 57380 ,262.86468443,64.17351175,4.04,176.46487734,6.52981394,73
541,HIP 19587 ,199.32393905,-38.39132057,4.04,62.96638834,-6.8377787,47
542,HIP 40702 ,289.8601485,-21.68168189,4.05,124.6302785,-76.91998251,68
543,HIP 55434 ,253.35984642,59.89917219,4.05,170.28436733,6.02935289,73
544,HIP 71536 ,320.13318385,9.85764603,4.05,219.47187965,-49.42575765,2
545,HIP 67459 ,355.81080254,72.40084952,4.05,207.36957439,15.79780583,27
546,HIP 70090 ,321.72073162,21.71336321,4.05,215.13949709,-37.88526711,2
547,HIP 42884 ,262.54347757,0.04608497,4.05,131.09985828,-42.64932331,6
548,HIP 112716,52.26427237,-58.51969117,4.05,342.39795761,-13.59253756,15
549,HIP 14632 ,144.59499283,-7.38154647,4.05,47.26201363,49.61350009,62
550,HIP 60009 ,299.32486273,-1.36265197,4.06,184.609553,-64.00304555,10
551,HIP 83153 ,335.14656432,-6.58721745,4.06,254.89602773,-53.16049005,39
552,HIP 22957 ,186.62625555,-18.05194763,4.06,74.09300449,13.51457755,67
553,HIP 36962 ,192.60515348,21.06158532,4.06,113.98071783,26.89600343,51
554,HIP 72010 ,327.48277744,22.29259339,4.06,220.91451458,-35.17322549,13
555,HIP 55705 ,275.40671666,40.51626644,4.06,171.22076335,-17.68401748,17
556,HIP 59929 ,299.75175655,-5.29824323,4.06,184.39431802,-67.96067161,10
557,HIP 74117 ,326.80134961,11.12880517,4.07,227.21095653,-45.27979406,2
558,HIP 69701 ,337.74144273,51.0654237,4.07,214.00368717,-5.99952622,61
559,HIP 110991,105.19427571,0.53061094,4.07,337.29269975,58.4151899,56
560,HIP 74824 ,320.89036205,-1.11907208,4.07,229.3790009,-58.80087882,43
561,HIP 53740 ,269.05313639,37.1206752,4.08,164.94478664,-18.29909723,17
562,HIP 33160 ,223.9822234,-4.855772,4.08,103.54783633,-12.03859273,66
563,HIP 11001 ,291.24974113,-46.36680678,4.08,35.43759585,-68.6594239,11
564,HIP 46974 ,280.02077796,-5.4266946,4.08,143.61109601,-59.22976797,46
565,HIP 3693  ,121.73688403,-38.59486256,4.08,11.83495908,24.26737703,41
566,HIP 105502,70.05002573,-20.92403361,4.08,320.52139118,19.80435581,65
567,HIP 12387 ,170.76400398,-52.21160506,4.08,39.87061789,0.3285168,8
568,HIP 104139,31.31275219,-37.28818017,4.08,316.48658082,-17.23271095,53
569,HIP 92862 ,73.81487496,17.79114812,4.08,283.8336882,43.9458926,64
570,HIP 14146 ,213.53876708,-60.29633143,4.08,45.59830468,-23.62433613,34
571,HIP 26366 ,195.84411469,-11.94690768,4.09,84.22637775,9.291412,38
572,HIP 77450 ,30.09780784,48.33203882,4.09,237.18503586,18.1417793,49
573,HIP 12777 ,141.16465149,-9.60984698,4.1,41.04869991,49.22866639,62
574,HIP 90568 ,345.82233984,-16.68289665,4.1,277.20723319,-49.07003097,16
575,HIP 94160 ,358.13881944,-20.17179728,4.1,287.50730185,-39.34070677,16
576,HIP 38164 ,260.17969604,-10.18543743,4.1,117.30957923,-46.37322729,23
577,HIP 7513  ,132.00114822,-20.66516718,4.1,24.19990413,41.40638491,60
578,HIP 34045 ,228.25182711,-4.40618271,4.11,105.93955493,-15.63325876,66
579,HIP 48356 ,251.23505495,29.44424757,4.11,147.86951033,-14.84654997,72
580,HIP 76440 ,318.48991201,-8.5746309,4.11,234.17994543,-66.31690469,43
581,HIP 12486 ,249.2973046,-64.06551565,4.11,40.16638213,-39.85530905,80
582,HIP 42312 ,262.0527758,-1.14100954,4.11,129.41100573,-42.98910371,6
583,HIP 113638,334.11121703,-57.1580623,4.11,345.22030979,-52.75410562,22
584,HIP 94114 ,359.54145393,-19.59257035,4.11,287.36782635,-37.90423953,16
585,HIP 57439 ,295.18730516,0.71336459,4.11,176.62853753,-61.17835907,10
586,HIP 51839 ,296.28154156,-17.53249165,4.11,158.86757668,-78.60781379,37
587,HIP 12394 ,288.95666177,-45.81584108,4.12,39.8967653,-68.2669476,75
588,HIP 58948 ,270.06190072,68.60187038,4.12,181.30279,8.73284563,73
589,HIP 111043,353.27895371,-57.05911623,4.12,337.4393561,-43.74922804,22
590,HIP 98032 ,357.96888809,-29.11230308,4.12,298.81532954,-41.8684135,4
591,HIP 19812 ,153.93922391,-1.82439661,4.12,63.72440722,48.40937312,62
592,HIP 102978,18.4638858,-37.18322963,4.12,312.95540084,-26.91912642,4
593,HIP 28614 ,198.68351729,-6.3126853,4.12,90.59579323,9.64736756,38
594,HIP 116771,92.4632604,-52.96262575,4.13,354.98675133,5.62735374,59
595,HIP 102485,20.00416425,-35.5006251,4.13,311.52402547,-25.27051682,4
596,HIP 77853 ,353.54514732,27.71757897,4.13,238.45615438,-16.7296223,50
597,HIP 30883 ,192.42068906,4.34550315,4.13,97.24079361,20.2121672,20
598,HIP 25247 ,209.9811622,-22.98148034,4.13,80.98681839,-7.80795569,0
599,HIP 112405,308.35177512,-34.38412695,4.13,341.51551393,-81.38161731,87
600,HIP 42313 ,220.255062,26.1817216,4.14,129.41419739,5.70379868,54
601,HIP 16369 ,172.06780897,-34.31592507,4.14,52.71819576,12.93668186,67
602,HIP 17608 ,166.56979797,-23.74915068,4.14,56.58150135,23.94846207,5
603,HIP 109937,91.92560311,-15.59066122,4.14,333.9923757,37.74873483,7
604,HIP 107354,78.41016878,-20.6657453,4.14,326.16126755,25.64500284,65
605,HIP 76127 ,49.68502468,54.714187,4.14,233.23248309,31.35915517,49
606,HIP 78159 ,43.65325959,48.7825836,4.14,239.39709121,26.87802632,49
607,HIP 59072 ,298.17751138,-2.1539894,4.14,181.72022021,-64.61363898,10
608,HIP 116805,109.76568227,-16.71429852,4.15,355.10184089,44.33397776,29
609,HIP 85112 ,61.44218909,32.71024915,4.15,260.92072033,37.14592396,86
610,HIP 34769 ,215.70479259,4.31802319,4.15,107.96608486,-0.49278056,74
611,HIP 28734 ,186.99240174,0.71527734,4.16,91.0300689,23.26363207,20
612,HIP 36366 ,187.13402789,21.34426834,4.16,112.27754045,31.78407932,51
613,HIP 85340 ,1.70842808,6.18634907,4.16,261.59257241,-24.17502346,63
614,HIP 110003,53.50733075,-48.6246416,4.17,334.20819329,-7.78323706,53
615,HIP 17874 ,237.88520712,-51.39955318,4.17,57.36367035,-36.2001125,80
616,HIP 2599  ,120.8361328,0.13509285,4.17,8.24994391,62.93178781,14
617,HIP 69427 ,333.51544313,47.7021453,4.18,213.22392088,-10.274044,61
618,HIP 109857,102.86509991,0.39501708,4.18,333.75699582,57.04346522,56
619,HIP 81304 ,346.21986887,8.08988277,4.18,249.09358718,-35.25535553,19
620,HIP 111954,25.4865945,-60.97413864,4.18,340.16385653,-27.0436148,82
621,HIP 69732 ,86.97899752,64.66609097,4.18,214.09656821,46.08791894,12
622,HIP 67457 ,316.32119584,26.90841654,4.19,207.36146356,-34.45063035,52
623,HIP 92043 ,50.79083594,10.43034289,4.19,281.4155466,20.54712356,1
624,HIP 25813 ,198.02431079,-14.94390515,4.2,82.69603301,5.94821792,0
625,HIP 113246,13.68973986,-64.45959393,4.2,343.98705005,-32.53970196,82
626,HIP 51233 ,186.2861083,58.27770677,4.2,156.97121865,36.70747818,84
627,HIP 112447,81.2753517,-40.39766631,4.2,341.67267295,12.17408381,59
628,HIP 38835 ,240.64212408,3.07298655,4.2,119.21482616,-22.88014849,66
629,HIP 81126 ,66.91071251,42.69904977,4.2,248.52578863,42.43689565,86
630,HIP 82080 ,114.99613255,31.04839842,4.21,251.49233961,82.03725071,21
631,HIP 20635 ,174.56448776,-18.4835827,4.21,66.34207825,22.29398098,67
632,HIP 105858,328.15436475,-40.29120378,4.21,321.61038385,-65.36814438,32
633,HIP 16228 ,141.49759352,2.87816358,4.21,52.26722684,59.94033461,62
634,HIP 101093,97.75920148,13.79483039,4.21,307.39511383,62.99413722,55
635,HIP 114724,70.94074776,-58.73805363,4.22,348.58055219,-6.0485268,15
636,HIP 92609 ,333.61114458,-23.87361275,4.22,283.05431892,-62.18756062,71
637,HIP 17651 ,217.34938346,-50.32351411,4.22,56.71245432,-23.248438,70
638,HIP 13254 ,147.2537319,-18.86158582,4.22,42.64547584,38.31890838,60
639,HIP 38518 ,262.05689307,-10.42335664,4.22,118.32567862,-48.10294824,23
640,HIP 80569 ,357.93285118,20.67662873,4.22,246.75599294,-18.45619698,50
641,HIP 102453,73.30487298,-7.63145993,4.22,311.41566302,30.7196568,28
642,HIP 78918 ,340.83429963,11.32316863,4.22,241.64815129,-36.80221297,19
643,HIP 92175 ,28.22056825,-1.21728525,4.22,281.79365558,-4.74782871,33
644,HIP 92791 ,66.9256817,15.32234208,4.22,283.62620294,36.89860518,64
645,HIP 89908 ,101.87555057,28.03553667,4.22,275.18933831,71.33772734,25
646,HIP 105102,84.1943245,-6.87233537,4.22,319.35396892,39.39469016,28
647,HIP 107259,100.59522939,4.3149928,4.23,325.87689561,58.78005308,56
648,HIP 81852 ,314.17466591,-20.06048176,4.23,250.7725818,-77.51657182,39
649,HIP 68520 ,339.21765385,59.37676993,4.23,210.41159648,1.54458338,61
650,HIP 1599  ,308.32768687,-51.92035059,4.23,5.00797581,-64.8776232,69
651,HIP 67153 ,315.85395776,28.4633499,4.23,206.42319432,-33.04336606,52
652,HIP 64394 ,43.47300139,85.40566393,4.23,197.97051117,27.87603769,30
653,HIP 93825 ,0.15943665,-18.73560219,4.23,286.60433158,-37.06275714,16
654,HIP 37629 ,191.18878877,23.27451808,4.23,115.82785545,28.8840717,51
655,HIP 79101 ,70.84764625,47.10731956,4.23,242.19249715,44.93481883,86
656,HIP 107533,94.83242588,-3.21893398,4.23,326.69835794,49.3095748,7
657,HIP 61317 ,136.12745495,75.31517172,4.24,188.43788561,41.35676779,30
658,HIP 11407 ,267.12404536,-62.24039398,4.24,36.74627081,-47.70382692,11
659,HIP 86565 ,13.27883957,9.17043867,4.24,265.35381884,-12.87517268,33
660,HIP 80911 ,345.9415347,9.21837922,4.24,247.84558957,-34.70432087,19
661,HIP 60000 ,301.33688607,-16.54313427,4.24,184.58726633,-79.31226899,10
662,HIP 5372  ,123.23921708,23.39569494,4.24,17.18399735,86.25711803,35
663,HIP 114855,67.07089925,-61.11134284,4.24,348.97198728,-9.08769554,15
664,HIP 12770 ,191.80775163,-60.56840636,4.24,41.03064356,-13.85867594,34
665,HIP 23972 ,209.14019218,-26.68555906,4.25,77.28659571,-8.75407607,0
666,HIP 41075 ,177.38943808,34.33622534,4.25,125.70887544,43.18837233,77
