,name,lii,bii,vmag,ra_deg,dec_deg,cluster_id
1533,HIP 27949 ,157.32624331,14.72340696,4.96,88.71160776,55.7069049,45
1534,HIP 20877 ,179.90125853,-21.7454347,4.96,67.10985479,16.35962902,67
1535,HIP 11918 ,221.69886753,-67.34327137,4.96,38.4613017,-28.2323401,34
1536,HIP 15648 ,149.80632018,-11.57837723,4.96,50.36086309,43.32965174,62
1537,HIP 78650 ,348.16947671,19.7050901,4.96,240.83611243,-25.86514891,50
1538,HIP 88657 ,48.53442258,19.54794815,4.96,271.50795297,22.21889206,1
1539,HIP 89172 ,58.20396053,21.59199785,4.96,272.97569523,31.4052884,64
1540,HIP 7818  ,132.92396484,-21.3392496,4.96,25.14501739,40.57710624,60
1541,HIP 7918  ,132.71335233,-19.29987181,4.96,25.44381547,42.61380692,60
1542,HIP 78180 ,85.40851086,46.49999137,4.96,239.44830388,54.74950359,21
1543,HIP 89153 ,7.45602581,-2.45162578,4.96,272.93053328,-23.70116777,63
1544,HIP 116310,104.08694892,-28.69521995,4.97,353.48813881,31.32532196,76
1545,HIP 117221,111.34278882,-14.97449211,4.97,356.50849555,46.42029095,29
1546,HIP 65721 ,337.66981714,74.10158043,4.97,202.10812668,13.78018777,27
1547,HIP 20250 ,169.83389782,-15.94337211,4.97,65.08847817,27.35094069,5
1548,HIP 60172 ,284.26629404,65.05185966,4.97,185.08813566,3.31272688,36
1549,HIP 50847 ,289.09679636,-8.10640699,4.97,155.74241361,-66.90152522,37
1550,HIP 9009  ,128.76967936,6.54840591,4.97,29.00001575,68.68526545,35
1551,HIP 38538 ,194.19019529,24.70233729,4.97,118.37431874,26.76585858,51
1552,HIP 83430 ,33.95255582,30.26101315,4.97,255.78273333,14.0921003,18
1553,HIP 79790 ,333.03863544,0.38906629,4.97,244.25389798,-50.06811224,19
1554,HIP 76742 ,345.53355058,24.76575587,4.97,235.07043893,-23.81805841,50
1555,HIP 5862  ,290.07868038,-70.99911742,4.97,18.79403213,-45.53209717,40
1556,HIP 17313 ,158.91985837,-16.70300832,4.97,55.59434812,33.96503899,5
1557,HIP 116758,67.04019932,-68.89378771,4.97,354.94598676,-14.22204281,15
1558,HIP 28010 ,243.07177991,-26.53100327,4.97,88.87454313,-37.12060931,44
1559,HIP 70753 ,326.95064569,28.82933409,4.97,217.04351389,-29.49157976,13
1560,HIP 18772 ,273.4345392,-43.63649061,4.97,60.32529605,-61.07905148,75
1561,HIP 13884 ,282.85210666,-47.78916564,4.98,44.69902505,-64.07129717,75
1562,HIP 53824 ,246.54308431,56.32421924,4.98,165.18680144,6.10150342,73
1563,HIP 37379 ,232.08985575,3.55134185,4.98,115.09671685,-15.26385208,24
1564,HIP 90156 ,87.87646683,26.44098448,4.98,275.97770388,58.8005852,25
1565,HIP 23783 ,157.05799975,6.50832915,4.98,76.66940952,51.59814314,45
1566,HIP 57696 ,297.73568411,-7.97690068,4.98,177.48594609,-70.2257858,10
1567,HIP 42509 ,237.40172414,17.33678015,4.98,130.00633068,-12.47537441,24
1568,HIP 92951 ,37.2191246,0.84809896,4.98,284.06088696,4.20205672,31
1569,HIP 76041 ,66.17361655,54.41162172,4.98,232.94580142,40.89936876,49
1570,HIP 10053 ,144.07968271,-33.70916141,4.98,32.35535861,25.93997268,60
1571,HIP 78493 ,48.30449552,48.45577341,4.98,240.36079431,29.85107821,49
1572,HIP 60746 ,214.72027772,84.54486282,4.98,186.74710034,26.8257216,30
1573,HIP 26235 ,209.04846464,-19.37217139,4.98,83.84541591,-5.41606331,0
1574,HIP 95066 ,31.39486755,-8.93253062,4.98,290.13682588,-5.41587489,31
1575,HIP 26220 ,209.00721091,-19.38535182,4.98,83.81592896,-5.38731536,0
1576,HIP 7999  ,152.74975085,-63.55266309,4.98,25.68132047,-3.69011692,8
1577,HIP 98073 ,91.93180546,15.21099851,4.98,298.98078459,58.84601982,55
1578,HIP 66821 ,310.25045072,7.59593975,4.99,205.43672827,-54.55936543,81
1579,HIP 78323 ,336.4363346,8.57676103,4.99,239.87623269,-41.74439602,19
1580,HIP 46771 ,221.56123653,40.67852663,4.99,142.98663458,11.3000307,9
1581,HIP 44659 ,224.68665935,32.10527305,4.99,136.49324097,5.09234249,54
1582,HIP 59856 ,172.6622357,80.39917942,4.99,184.1257284,33.06179861,30
1583,HIP 89348 ,93.97353554,28.29035025,4.99,273.4723271,64.39719935,25
1584,HIP 25142 ,199.15750015,-17.86281083,4.99,80.7083388,3.54444809,0
1585,HIP 36041 ,208.4479801,11.77839408,4.99,111.41207798,9.27611835,74
1586,HIP 17304 ,230.88171665,-52.7731561,4.99,55.56207975,-31.93839587,80
1587,HIP 69389 ,344.42740883,58.61031048,4.99,213.06596003,2.40949613,61
1588,HIP 109289,11.52871743,-54.48151623,4.99,332.10803368,-34.04372111,22
1589,HIP 98842 ,9.34326286,-28.54707222,4.99,301.08151239,-32.05626941,4
1590,HIP 95372 ,62.90370712,6.62678964,4.99,291.03154901,29.6213112,79
1591,HIP 113288,104.58511285,-8.99704978,4.99,344.10832784,49.73355094,29
1592,HIP 45085 ,267.36477098,2.25144258,4.99,137.76834415,-44.86791223,6
1593,HIP 75206 ,327.34046787,7.67365937,4.99,230.53497528,-47.92746963,2
1594,HIP 32855 ,244.21139811,-15.02340627,4.99,102.71812209,-34.36732059,44
1595,HIP 355   ,87.07170058,-70.04188279,4.99,1.1255098,-10.50949443,78
1596,HIP 115115,67.31315831,-62.0250471,4.99,349.74021218,-9.610731,15
1597,HIP 40259 ,236.62658363,10.10712975,4.99,123.33322933,-15.78821451,24
1598,HIP 21644 ,208.96405898,-34.84844311,4.99,69.72330721,-12.12307828,47
1599,HIP 75312 ,47.53691618,56.72512379,4.99,230.80094284,30.28824114,49
1600,HIP 32844 ,174.39227409,17.57013806,4.99,102.69151315,41.78156548,20
1601,HIP 9505  ,133.18953336,-6.96678208,4.99,30.57530917,54.48754946,14
1602,HIP 33971 ,218.01228128,0.61387048,4.99,105.72824798,-4.23923814,74
1603,HIP 55560 ,164.73220017,65.76495217,4.99,170.70672415,43.48273665,84
1604,HIP 18488 ,143.53501268,5.90248911,4.99,59.28455287,61.10891703,62
1605,HIP 16147 ,147.52255052,-6.1852409,4.99,52.01270885,49.06293148,62
